Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
671,tt0069019,2020-03-31,2020-03-31,,"Non si sevizia un paperino","Non si sevizia un paperino",https://www.imdb.com/title/tt0069019/,Film,7.0,105,1972,"Horror, Giallo, Thriller",12367,1972-09-29,"Lucio Fulci",,
672,tt0067361,2020-03-31,2020-03-31,,"Una lucertola con la pelle di donna","Una lucertola con la pelle di donna",https://www.imdb.com/title/tt0067361/,Film,6.8,98,1971,"Drammatico, Giallo, Thriller",6466,1971-10-15,"Lucio Fulci",,
673,tt0084719,2020-03-31,2020-03-31,,"Lo squartatore di New York","Lo squartatore di New York",https://www.imdb.com/title/tt0084719/,Film,6.3,91,1982,"Horror, Giallo, Thriller",13745,1982-03-04,"Lucio Fulci",,
674,tt0075614,2020-03-31,2020-03-31,,"Sette note in nero","Sette note in nero",https://www.imdb.com/title/tt0075614/,Film,6.8,95,1977,"Drammatico, Horror, Giallo, Thriller",7481,1980-06-12,"Lucio Fulci",,
675,tt0058946,2020-03-31,2020-03-31,,"La battaglia di Algeri","La battaglia di Algeri",https://www.imdb.com/title/tt0058946/,Film,8.1,121,1966,"Drammatico, Guerra",74536,1966-09-09,"Gillo Pontecorvo",,
676,tt0070849,2020-03-31,2020-03-31,,"Ultimo tango a Parigi","Ultimo tango a Parigi",https://www.imdb.com/title/tt0070849/,Film,6.8,129,1972,"Drammatico, Sentimentale",62112,1972-12-16,"Bernardo Bertolucci",,
677,tt0066413,2020-03-31,2020-03-31,,"Strategia del ragno","Strategia del ragno",https://www.imdb.com/title/tt0066413/,Film,6.8,100,1970,"Drammatico, Giallo",3389,1973-03-27,"Bernardo Bertolucci",,
678,tt0070568,2020-03-31,2020-03-31,,"La proprietà non è più un furto","La proprietà non è più un furto",https://www.imdb.com/title/tt0070568/,Film,7.1,126,1973,"Commedia, Drammatico",1481,1973-10-04,"Elio Petri",,
679,tt0059095,2020-03-31,2020-03-31,,"La decima vittima","La decima vittima",https://www.imdb.com/title/tt0059095/,Film,6.6,92,1965,"Azione, Commedia, Sentimentale, Fantascienza, Thriller",5637,1965-12-03,"Elio Petri",,
680,tt0065119,2020-03-31,2020-03-31,,"Un tranquillo posto di campagna","Un tranquillo posto di campagna",https://www.imdb.com/title/tt0065119/,Film,6.4,106,1968,"Drammatico, Fantastico, Horror",2407,1968-11-15,"Elio Petri",,
681,tt0061320,2020-03-31,2020-03-31,,"A ciascuno il suo","A ciascuno il suo",https://www.imdb.com/title/tt0061320/,Film,7.0,99,1967,"Poliziesco, Drammatico, Giallo",2142,1967-09-22,"Elio Petri",,
682,tt0054756,2020-03-31,2020-03-31,,"Il colosso di Rodi","Il colosso di Rodi",https://www.imdb.com/title/tt0054756/,Film,5.8,127,1961,"Avventura, Drammatico, Storico, Guerra",4773,1961-08-25,"Sergio Leone",,
683,tt0054599,2020-03-31,2020-03-31,,"Accattone","Accattone",https://www.imdb.com/title/tt0054599/,Film,7.6,117,1961,"Drammatico",11036,1961-11-22,"Pier Paolo Pasolini",,
684,tt0065622,2020-03-31,2020-03-31,,"Il Decameron","Il Decameron",https://www.imdb.com/title/tt0065622/,Film,7.0,111,1971,"Commedia, Drammatico, Storico, Sentimentale",13494,1971-10-29,"Pier Paolo Pasolini",,
685,tt0061132,2020-03-31,2020-03-31,,"Uccellacci e uccellini","Uccellacci e uccellini",https://www.imdb.com/title/tt0061132/,Film,7.2,89,1966,"Commedia, Drammatico, Fantastico",6185,1969-12-10,"Pier Paolo Pasolini",,
686,tt0063678,2020-03-31,2020-03-31,,"Teorema","Teorema",https://www.imdb.com/title/tt0063678/,Film,7.0,98,1968,"Drammatico, Giallo",16721,1968-11-27,"Pier Paolo Pasolini",,
687,tt0058715,2020-03-31,2020-03-31,,"Il vangelo secondo Matteo","Il vangelo secondo Matteo",https://www.imdb.com/title/tt0058715/,Film,7.6,137,1964,"Biografico, Drammatico, Storico",14872,1965-03-03,"Pier Paolo Pasolini",,
688,tt0056215,2020-03-31,2020-03-31,,"Mamma Roma","Mamma Roma",https://www.imdb.com/title/tt0056215/,Film,7.8,106,1962,"Drammatico",11275,1962-09-22,"Pier Paolo Pasolini",,
689,tt0066065,2020-03-31,2020-03-31,,"Medea","Medea",https://www.imdb.com/title/tt0066065/,Film,6.9,110,1969,"Drammatico, Fantastico",6049,1970-01-28,"Pier Paolo Pasolini",,
690,tt0064828,2020-03-31,2020-03-31,,"Porcile","Porcile",https://www.imdb.com/title/tt0064828/,Film,6.6,99,1969,"Drammatico",4281,1969-10-10,"Pier Paolo Pasolini",,
691,tt0061613,2020-03-31,2020-03-31,,"Edipo Re","Edipo Re",https://www.imdb.com/title/tt0061613/,Film,7.2,104,1967,"Drammatico",7510,1968-08-28,"Pier Paolo Pasolini",,
692,tt0057091,2020-03-31,2020-03-31,,"Il gattopardo","Il gattopardo",https://www.imdb.com/title/tt0057091/,Film,7.9,186,1963,"Drammatico, Storico",34168,1963-03-29,"Luchino Visconti",,
693,tt0054248,2020-03-31,2020-03-31,,"Rocco e i suoi fratelli","Rocco e i suoi fratelli",https://www.imdb.com/title/tt0054248/,Film,8.2,179,1960,"Poliziesco, Drammatico, Sportivo",25436,1961-03-10,"Luchino Visconti",,
694,tt0067445,2020-03-31,2020-03-31,,"Morte a Venezia","Morte a Venezia",https://www.imdb.com/title/tt0067445/,Film,7.3,130,1971,"Drammatico, Sentimentale",24612,1971-06-04,"Luchino Visconti",,
695,tt0047469,2020-03-31,2020-03-31,,"Senso","Senso",https://www.imdb.com/title/tt0047469/,Film,7.4,118,1954,"Drammatico, Sentimentale, Guerra",9955,1955-01-28,"Luchino Visconti",,
696,tt0068883,2020-03-31,2020-03-31,,"Ludwig","Ludwig",https://www.imdb.com/title/tt0068883/,Film,7.5,238,1973,"Biografico, Drammatico, Storico",6485,1973-03-07,"Luchino Visconti",,
697,tt0035160,2020-03-31,2020-03-31,,"Ossessione","Ossessione",https://www.imdb.com/title/tt0035160/,Film,7.5,140,1943,"Poliziesco, Drammatico, Sentimentale",8953,1949-05-24,"Luchino Visconti",,
698,tt0064118,2020-03-31,2020-03-31,,"La caduta degli Dei","La caduta degli dei",https://www.imdb.com/title/tt0064118/,Film,7.4,157,1969,"Drammatico, Guerra",10794,1969-10-30,"Luchino Visconti",,
699,tt0040866,2020-03-31,2020-03-31,,"La terra trema","La terra trema",https://www.imdb.com/title/tt0040866/,Film,7.8,160,1948,"Drammatico",6102,1949-12-03,"Luchino Visconti",,
700,tt0050782,2020-03-31,2020-03-31,,"Le notti bianche","Le notti bianche",https://www.imdb.com/title/tt0050782/,Film,7.7,107,1957,"Drammatico, Sentimentale",10028,1958-05-08,"Luchino Visconti",,
701,tt0056736,2020-03-31,2020-03-31,,"L'eclisse","L'eclisse",https://www.imdb.com/title/tt0056736/,Film,7.7,126,1962,"Drammatico, Sentimentale",24031,1962-04-13,"Michelangelo Antonioni",,
702,tt0054130,2020-03-31,2020-03-31,,"La notte","La notte",https://www.imdb.com/title/tt0054130/,Film,7.9,122,1961,"Drammatico",26156,1961-01-25,"Michelangelo Antonioni",,
703,tt0053619,2020-03-31,2020-03-31,,"L'avventura","L'avventura",https://www.imdb.com/title/tt0053619/,Film,7.7,144,1960,"Drammatico, Giallo, Sentimentale",36683,1960-09-29,"Michelangelo Antonioni",,
704,tt0058003,2020-03-31,2020-03-31,,"Il deserto rosso","Il deserto rosso",https://www.imdb.com/title/tt0058003/,Film,7.4,117,1964,"Drammatico",19060,1964-10-29,"Michelangelo Antonioni",,
705,tt0073580,2020-03-31,2020-03-31,,"Professione: reporter","Professione: reporter",https://www.imdb.com/title/tt0073580/,Film,7.4,126,1975,"Drammatico, Thriller",28413,1975-02-28,"Michelangelo Antonioni",,
706,tt0066601,2020-03-31,2020-03-31,,"Zabriskie Point","Zabriskie Point",https://www.imdb.com/title/tt0066601/,Film,6.9,113,1970,"Drammatico",18065,1970-03-28,"Michelangelo Antonioni",,
707,tt0050458,2020-03-31,2020-03-31,,"Il grido","Il grido",https://www.imdb.com/title/tt0050458/,Film,7.6,116,1957,"Drammatico, Sentimentale",5885,1958-10-09,"Michelangelo Antonioni",,
708,tt0050783,2020-03-31,2020-03-31,,"Le notti di Cabiria","Le notti di Cabiria",https://www.imdb.com/title/tt0050783/,Film,8.1,110,1957,"Drammatico",56644,1957-10-16,"Federico Fellini",,
709,tt0069191,2020-03-31,2020-03-31,,"Roma","Roma",https://www.imdb.com/title/tt0069191/,Film,7.3,120,1972,"Commedia, Drammatico",14733,1972-03-16,"Federico Fellini",,
710,tt0074291,2020-03-31,2020-03-31,,"Il Casanova di Federico Fellini","Il Casanova di Federico Fellini",https://www.imdb.com/title/tt0074291/,Film,7.0,155,1976,"Biografico, Drammatico, Storico, Sentimentale",9384,1976-12-07,"Federico Fellini",,
711,tt0059229,2020-03-31,2020-03-31,,"Giulietta degli spiriti","Giulietta degli spiriti",https://www.imdb.com/title/tt0059229/,Film,7.4,137,1965,"Commedia, Drammatico, Fantastico",15608,1965-10-28,"Federico Fellini",,
712,tt0067429,2020-03-31,2020-03-31,,"Milano calibro 9","Milano calibro 9",https://www.imdb.com/title/tt0067429/,Film,7.4,100,1972,"Azione, Poliziesco, Drammatico, Thriller",5383,1972-08-10,"Fernando Di Leo",,
713,tt0069818,2020-03-31,2020-03-31,,"Il boss","Il boss",https://www.imdb.com/title/tt0069818/,Film,6.9,109,1973,"Azione, Poliziesco, Thriller",2606,1973-02-01,"Fernando Di Leo",,
714,tt0068902,2020-03-31,2020-03-31,,"La mala ordina","La mala ordina",https://www.imdb.com/title/tt0068902/,Film,7.1,95,1972,"Azione, Poliziesco, Thriller",3239,1972-09-02,"Fernando Di Leo",,
715,tt0076518,2020-03-31,2020-03-31,,"I padroni della città","I padroni della città",https://www.imdb.com/title/tt0076518/,Film,6.1,88,1976,"Commedia, Poliziesco, Thriller",1263,1976-12-03,"Fernando Di Leo",,
716,tt0195209,2020-03-31,2020-03-31,,"I ragazzi del massacro","I ragazzi del massacro",https://www.imdb.com/title/tt0195209/,Film,6.1,92,1969,"Poliziesco, Drammatico, Horror, Giallo, Thriller",944,1969-12-30,"Fernando Di Leo",,
717,tt0077191,2020-03-31,2020-03-31,,"Avere vent'anni","Avere vent'anni",https://www.imdb.com/title/tt0077191/,Film,5.8,94,1978,"Commedia, Poliziesco, Drammatico, Horror, Thriller",1375,1978-07-14,"Fernando Di Leo",,
718,tt0070130,2020-03-31,2020-03-31,,"La grande abbuffata","La grande bouffe",https://www.imdb.com/title/tt0070130/,Film,7.0,130,1973,"Commedia, Drammatico",15859,1973-05-22,"Marco Ferreri",,
719,tt0062893,2020-03-31,2020-03-31,,"Dillinger è morto","Dillinger è morto",https://www.imdb.com/title/tt0062893/,Film,6.9,95,1969,"Poliziesco, Drammatico",3039,1969-01-23,"Marco Ferreri",,
720,tt0053724,2020-03-31,2020-03-31,,"El cochecito: La vetturetta","El cochecito",https://www.imdb.com/title/tt0053724/,Film,7.3,85,1960,"Commedia, Drammatico",1807,1961-04-20,"Marco Ferreri",,
721,tt0067896,2020-03-31,2020-03-31,,"L'udienza","L'udienza",https://www.imdb.com/title/tt0067896/,Film,6.8,112,1972,"Drammatico, Giallo",827,1972-03-31,"Marco Ferreri",,
722,tt0064959,2020-03-31,2020-03-31,,"Il seme dell'uomo","Il seme dell'uomo",https://www.imdb.com/title/tt0064959/,Film,6.6,113,1969,"Drammatico, Fantastico, Sentimentale, Fantascienza",597,1969-09-27,"Marco Ferreri",,
723,tt0077138,2020-03-31,2020-03-31,,"L'albero degli zoccoli","L'albero degli zoccoli",https://www.imdb.com/title/tt0077138/,Film,7.8,186,1978,"Drammatico, Storico",9246,1978-09-21,"Ermanno Olmi",,
724,tt0055320,2020-03-31,2020-03-31,,"Il posto","Il posto",https://www.imdb.com/title/tt0055320/,Film,7.9,93,1961,"Drammatico",7535,1962-07-12,"Ermanno Olmi",,
725,tt0055981,2020-03-31,2020-03-31,,"I fidanzati","I fidanzati",https://www.imdb.com/title/tt0055981/,Film,7.5,77,1963,"Drammatico",2550,1963-05-16,"Ermanno Olmi",,
726,tt0095513,2020-03-31,2020-03-31,,"La leggenda del santo bevitore","La leggenda del santo bevitore",https://www.imdb.com/title/tt0095513/,Film,7.1,128,1988,"Drammatico",2426,1988-09-02,"Ermanno Olmi",,
727,tt0074252,2020-03-31,2020-03-31,,"Brutti, sporchi e cattivi","Brutti, sporchi e cattivi",https://www.imdb.com/title/tt0074252/,Film,7.7,115,1976,"Commedia, Drammatico",9712,1976-09-23,"Ettore Scola",,
728,tt0093004,2020-03-31,2020-03-31,,"La famiglia","La famiglia",https://www.imdb.com/title/tt0093004/,Film,7.4,127,1987,"Drammatico, Sentimentale",2691,1987-01-29,"Ettore Scola",,
729,tt0081616,2020-03-31,2020-03-31,,"La terrazza","La terrazza",https://www.imdb.com/title/tt0081616/,Film,7.1,150,1980,"Commedia, Drammatico",2121,1980-02-08,"Ettore Scola",,
730,tt0074287,2020-03-31,2020-03-31,,"La casa dalle finestre che ridono","La casa dalle finestre che ridono",https://www.imdb.com/title/tt0074287/,Film,7.0,110,1976,"Horror, Giallo, Thriller",6808,1976-08-20,"Pupi Avati",,
731,tt0086636,2020-03-31,2020-03-31,,"Zeder","Zeder",https://www.imdb.com/title/tt0086636/,Film,6.2,98,1983,"Horror, Giallo",2665,1983-08-25,"Pupi Avati",,
732,tt1456472,2020-03-31,2020-03-31,,"Habemus Papam","Habemus Papam",https://www.imdb.com/title/tt1456472/,Film,6.7,102,2011,"Commedia, Drammatico",15267,2011-04-15,"Nanni Moretti",,
733,tt0098055,2020-03-31,2020-03-31,,"Palombella rossa","Palombella rossa",https://www.imdb.com/title/tt0098055/,Film,7.1,89,1989,"Commedia, Drammatico, Sportivo",3389,1989-09-15,"Nanni Moretti",,
734,tt0085240,2020-03-31,2020-03-31,,"Bianca","Bianca",https://www.imdb.com/title/tt0085240/,Film,7.3,97,1984,"Commedia, Drammatico",3956,1986-04-16,"Nanni Moretti",,
735,tt0071486,2020-03-31,2020-03-31,,"Fantozzi","Fantozzi",https://www.imdb.com/title/tt0071486/,Film,7.8,108,1975,"Commedia",7769,1975-03-27,"Luciano Salce",,
736,tt0075178,2020-03-31,2020-03-31,,"Il secondo tragico Fantozzi","Il secondo tragico Fantozzi",https://www.imdb.com/title/tt0075178/,Film,7.7,110,1976,"Commedia",4948,1976-04-15,"Luciano Salce",,
737,tt0322725,2020-03-31,2020-03-31,,"L'imbalsamatore","L'imbalsamatore",https://www.imdb.com/title/tt0322725/,Film,7.0,100,2002,"Drammatico, Sentimentale",3184,2002-09-06,"Matteo Garrone",,
738,tt0396818,2020-03-31,2020-03-31,,"Primo amore","Primo amore",https://www.imdb.com/title/tt0396818/,Film,6.6,100,2004,"Drammatico, Horror, Sentimentale, Thriller",2054,2004-02-13,"Matteo Garrone",,
739,tt3013610,2020-03-31,2020-03-31,,"Mia madre","Mia madre",https://www.imdb.com/title/tt3013610/,Film,6.8,106,2015,"Drammatico",7997,2015-04-16,"Nanni Moretti",,
740,tt0208990,2020-03-31,2020-03-31,,"La stanza del figlio","La stanza del figlio",https://www.imdb.com/title/tt0208990/,Film,7.3,99,2001,"Drammatico",22480,2001-03-09,"Nanni Moretti",,
741,tt10673846,2020-03-31,2020-03-31,,"La mafia non è più quella di una volta","La mafia non è più quella di una volta",https://www.imdb.com/title/tt10673846/,Film,7.2,105,2019,"Documentario, Commedia",480,2019-09-12,"Franco Maresco",,
742,tt8740778,2020-03-31,2020-03-31,,"La paranza dei bambini","La paranza dei bambini",https://www.imdb.com/title/tt8740778/,Film,6.5,111,2019,"Poliziesco, Drammatico",5698,2019-02-13,"Claudio Giovannesi",,
743,tt0346336,2020-03-31,2020-03-31,,"La meglio gioventù","La meglio gioventù",https://www.imdb.com/title/tt0346336/,Film,8.4,374,2003,"Drammatico, Sentimentale",27419,2003-06-20,"Marco Tullio Giordana",,
744,tt1565068,2020-03-31,2020-03-31,,"Romanzo di una strage","Romanzo di una strage",https://www.imdb.com/title/tt1565068/,Film,7.2,129,2012,"Poliziesco, Drammatico, Giallo",3001,2012-03-30,"Marco Tullio Giordana",,
745,tt9778888,2020-03-31,2020-03-31,,"Il sindaco del Rione Sanità","Il sindaco del Rione Sanità",https://www.imdb.com/title/tt9778888/,Film,6.3,115,2019,"Poliziesco, Drammatico",785,2019-09-30,"Mario Martone",,
746,tt1467273,2020-03-31,2020-03-31,,"La prima cosa bella","La prima cosa bella",https://www.imdb.com/title/tt1467273/,Film,7.0,122,2010,"Commedia, Drammatico",5628,2010-01-15,"Paolo Virzì",,
747,tt5432712,2020-03-31,2020-03-31,,"Gatta Cenerentola","Gatta Cenerentola",https://www.imdb.com/title/tt5432712/,Film,6.8,86,2017,"Animazione, Poliziesco, Drammatico, Thriller",1140,2017-09-14,"Ivan Cappiello, Marino Guarnieri, Alessandro Rak, Dario Sansone",,
748,tt5375434,2020-03-31,2020-03-31,,"Sicilian Ghost Story","Sicilian Ghost Story",https://www.imdb.com/title/tt5375434/,Film,6.5,122,2017,"Poliziesco, Drammatico, Fantastico, Giallo, Sentimentale",2489,2017-05-18,"Fabio Grassadonia, Antonio Piazza",,
749,tt0106677,2020-04-02,2020-04-02,,"La vita è un sogno","Dazed and Confused",https://www.imdb.com/title/tt0106677/,Film,7.6,103,1993,"Commedia",214238,1993-09-24,"Richard Linklater",,
750,tt0120890,2020-04-02,2020-04-02,,"Sex crimes - Giochi pericolosi","Wild Things",https://www.imdb.com/title/tt0120890/,Film,6.6,108,1998,"Poliziesco, Drammatico, Giallo, Thriller",139659,1998-08-20,"John McNaughton",,
751,tt0110632,2020-04-02,2020-04-02,,"Assassini nati - Natural Born Killers","Natural Born Killers",https://www.imdb.com/title/tt0110632/,Film,7.2,119,1994,"Poliziesco, Sentimentale",265670,1994-09-23,"Oliver Stone",,
752,tt0101507,2020-04-02,2020-04-02,,"Boyz n the Hood - Strade violente","Boyz n the Hood",https://www.imdb.com/title/tt0101507/,Film,7.8,112,1991,"Poliziesco, Drammatico",166404,1992-01-16,"John Singleton",,
753,tt0117509,2020-04-02,2020-04-02,,"Romeo + Giulietta di William Shakespeare","Romeo + Juliet",https://www.imdb.com/title/tt0117509/,Film,6.7,120,1996,"Drammatico, Sentimentale",257681,1997-02-28,"Baz Luhrmann",,
754,tt0102685,2020-04-02,2020-04-02,,"Point Break - Punto di rottura","Point Break",https://www.imdb.com/title/tt0102685/,Film,7.3,122,1991,"Azione, Poliziesco, Thriller",221705,1991-11-15,"Kathryn Bigelow",,
755,tt0107554,2020-04-02,2020-04-02,,"Nella giungla di cemento","Menace II Society",https://www.imdb.com/title/tt0107554/,Film,7.5,97,1993,"Poliziesco, Drammatico, Thriller",69126,1993-05-26,"Albert Hughes, Allen Hughes",,
756,tt0154420,2020-04-02,2020-04-02,,"Festen - Festa in famiglia","Festen",https://www.imdb.com/title/tt0154420/,Film,8.0,101,1998,"Drammatico",99844,1998-11-06,"Thomas Vinterberg",,
757,tt0112913,2020-04-02,2020-04-02,,"Angeli perduti","Do lok tin si",https://www.imdb.com/title/tt0112913/,Film,7.5,99,1995,"Commedia, Poliziesco, Drammatico, Sentimentale",59296,1996-05-07,"Wong Kar-Wai",,
758,tt0113540,2020-04-02,2020-04-02,,"Kids","Kids",https://www.imdb.com/title/tt0113540/,Film,7.0,91,1995,"Drammatico",90825,1997-02-21,"Larry Clark",,
759,tt0103905,2020-04-02,2020-04-02,,"Il cameraman e l'assassino","C'est arrivé près de chez vous",https://www.imdb.com/title/tt0103905/,Film,7.4,95,1992,"Commedia, Poliziesco, Drammatico",45869,1993-04,"Rémy Belvaux, André Bonzel, Benoît Poelvoorde",,
760,tt0104545,2020-04-02,2020-04-02,,"Prosciutto prosciutto","Jamón Jamón",https://www.imdb.com/title/tt0104545/,Film,6.4,95,1992,"Commedia, Drammatico, Sentimentale",16498,1992-10-09,"Bigas Luna",,
761,tt0120863,2020-04-02,2020-04-02,,"La sottile linea rossa","The Thin Red Line",https://www.imdb.com/title/tt0120863/,Film,7.6,170,1998,"Drammatico, Storico, Guerra",211153,1999-02-19,"Terrence Malick",,
762,tt0144117,2020-04-02,2020-04-02,,"The Boondock Saints - Giustizia finale","The Boondock Saints",https://www.imdb.com/title/tt0144117/,Film,7.6,108,1999,"Azione, Poliziesco, Thriller",260708,2000-03-03,"Troy Duffy",,
763,tt0112851,2020-04-02,2020-04-02,,"Desperado","Desperado",https://www.imdb.com/title/tt0112851/,Film,7.1,104,1995,"Azione, Poliziesco, Drammatico, Thriller, Western",206893,1996-02-09,"Robert Rodriguez",,
764,tt0100998,2020-04-02,2020-04-02,,"Sogni","Yume",https://www.imdb.com/title/tt0100998/,Film,7.7,119,1990,"Drammatico, Fantastico",32115,1990-05-11,"Akira Kurosawa, Ishirô Honda",,
765,tt0120188,2020-04-02,2020-04-02,,"Three Kings","Three Kings",https://www.imdb.com/title/tt0120188/,Film,7.1,114,1999,"Azione, Avventura, Commedia, Drammatico, Guerra",186588,2000-03-03,"David O. Russell",,
766,tt0119051,2020-04-02,2020-04-02,,"L'urlo dell'odio","The Edge",https://www.imdb.com/title/tt0119051/,Film,7.0,117,1997,"Azione, Avventura, Drammatico, Thriller",84177,1998-04-24,"Lee Tamahori",,
767,tt0120879,2020-04-02,2020-04-02,,"Velvet Goldmine","Velvet Goldmine",https://www.imdb.com/title/tt0120879/,Film,6.9,123,1998,"Drammatico, Musica",40124,1999-01-29,"Todd Haynes",,
768,tt0163988,2020-04-02,2020-04-02,,"Al di là della vita","Bringing Out the Dead",https://www.imdb.com/title/tt0163988/,Film,6.9,121,1999,"Drammatico, Thriller",80578,2000-01-07,"Martin Scorsese",,
769,tt0151804,2020-04-02,2020-04-02,,"Impiegati... male!","Office Space",https://www.imdb.com/title/tt0151804/,Film,7.6,89,1999,"Commedia",305793,1999-07-30,"Mike Judge",,
770,tt0119038,2020-04-02,2020-04-02,,"La cena dei cretini","Le dîner de cons",https://www.imdb.com/title/tt0119038/,Film,7.6,80,1998,"Commedia",47180,2000-05-12,"Francis Veber",,
771,tt0112682,2020-04-02,2020-04-02,,"La città perduta","La cité des enfants perdus",https://www.imdb.com/title/tt0112682/,Film,7.4,112,1995,"Avventura, Drammatico, Fantastico, Fantascienza",74499,1995-05-17,"Marc Caro, Jean-Pierre Jeunet",,
772,tt0101765,2020-04-02,2020-04-02,,"La doppia vita di Veronica","La double vie de Véronique",https://www.imdb.com/title/tt0101765/,Film,7.6,98,1991,"Drammatico, Fantastico, Musica, Giallo, Sentimentale",56452,1991-05-16,"Krzysztof Kieslowski",,
773,tt0106918,2020-04-02,2020-04-02,,"Il socio","The Firm",https://www.imdb.com/title/tt0106918/,Film,6.9,154,1993,"Drammatico, Giallo, Thriller",159738,1993-10-22,"Sydney Pollack",,
774,tt0107165,2020-04-02,2020-04-02,,"Uova d'oro","Huevos de oro",https://www.imdb.com/title/tt0107165/,Film,6.1,95,1993,"Commedia, Drammatico",4205,1994-02-18,"Bigas Luna",,
775,tt0107302,2020-04-02,2020-04-02,,"Kalifornia","Kalifornia",https://www.imdb.com/title/tt0107302/,Film,6.7,117,1993,"Poliziesco, Drammatico, Thriller",61969,1993-12-02,"Dominic Sena",,
776,tt0101761,2020-04-02,2020-04-02,,"The Doors","The Doors",https://www.imdb.com/title/tt0101761/,Film,7.2,140,1991,"Biografico, Drammatico, Musica",106254,1991-09-27,"Oliver Stone",,
777,tt0100263,2020-04-02,2020-04-02,,"Nikita","Nikita",https://www.imdb.com/title/tt0100263/,Film,7.2,117,1990,"Azione, Poliziesco, Drammatico, Thriller",80912,1990-08-17,"Luc Besson",,
778,tt0114787,2020-04-02,2020-04-02,,"Underground","Underground",https://www.imdb.com/title/tt0114787/,Film,8.0,170,1995,"Commedia, Drammatico, Fantastico, Guerra",63811,1995-12-22,"Emir Kusturica",,
779,tt0110074,2020-04-04,2020-04-04,,"Mister Hula Hoop","The Hudsucker Proxy",https://www.imdb.com/title/tt0110074/,Film,7.2,111,1994,"Commedia, Drammatico, Fantastico",89753,1994-05-12,"Joel Coen, Ethan Coen",,
780,tt0093822,2020-04-04,2020-04-04,,"Arizona Junior","Raising Arizona",https://www.imdb.com/title/tt0093822/,Film,7.3,94,1987,"Commedia, Poliziesco",159289,1987-08-28,"Joel Coen, Ethan Coen",,
781,tt0069467,2020-04-06,2020-04-06,,"Sussurri e grida","Viskningar och rop",https://www.imdb.com/title/tt0069467/,Film,7.9,92,1972,"Drammatico",39383,1973-09-28,"Ingmar Bergman",,
782,tt0083922,2020-04-06,2020-04-06,,"Fanny & Alexander","Fanny och Alexander",https://www.imdb.com/title/tt0083922/,Film,8.1,188,1982,"Drammatico",70898,1983-12-03,"Ingmar Bergman",,
783,tt0077711,2020-04-06,2020-04-06,,"Sinfonia d'autunno","Höstsonaten",https://www.imdb.com/title/tt0077711/,Film,8.1,99,1978,"Drammatico, Musica",41601,1978-10-15,"Ingmar Bergman",,
784,tt0055499,2020-04-06,2020-04-06,,"Come in uno specchio","Såsom i en spegel",https://www.imdb.com/title/tt0055499/,Film,7.9,90,1961,"Drammatico",29119,1962-09-15,"Ingmar Bergman",,
785,tt0343663,2020-04-06,2020-04-06,,"Eros","Eros",https://www.imdb.com/title/tt0343663/,Film,5.9,104,2004,"Drammatico, Sentimentale",7691,2004-12-03,"Michelangelo Antonioni, Wong Kar-Wai, Steven Soderbergh",,
786,tt6284064,2020-04-06,2020-04-06,,"La famosa invasione degli orsi in Sicilia","La fameuse invasion des ours en Sicile",https://www.imdb.com/title/tt6284064/,Film,7.1,82,2019,"Animazione, Avventura, Per famiglie, Fantastico",2067,2019-11-07,"Lorenzo Mattotti",,
787,tt0108394,2020-04-07,2020-04-07,,"Tre colori - Film blu","Trois couleurs: Bleu",https://www.imdb.com/title/tt0108394/,Film,7.8,98,1993,"Drammatico, Musica, Giallo, Sentimentale",117824,1993-09-16,"Krzysztof Kieslowski",,
788,tt0111495,2020-04-07,2020-04-07,,"Tre colori - Film rosso","Trois couleurs: Rouge",https://www.imdb.com/title/tt0111495/,Film,8.1,99,1994,"Drammatico, Giallo, Sentimentale",116017,1994-05-18,"Krzysztof Kieslowski",,
789,tt0111507,2020-04-07,2020-04-07,,"Tre colori - Film bianco","Trois couleurs: Blanc",https://www.imdb.com/title/tt0111507/,Film,7.6,92,1994,"Commedia, Drammatico, Sentimentale",84826,1994-02-17,"Krzysztof Kieslowski",,
790,tt0082933,2020-04-07,2020-04-07,,"Possession","Possession",https://www.imdb.com/title/tt0082933/,Film,7.2,124,1981,"Drammatico, Horror",55022,1982-04-16,"Andrzej Zulawski",,
791,tt0077482,2020-04-07,2020-04-07,,"Ecce bombo","Ecce bombo",https://www.imdb.com/title/tt0077482/,Film,7.0,103,1978,"Commedia, Drammatico",2692,1978-03-08,"Nanni Moretti",,
792,tt0276919,2020-04-07,2020-04-07,,"Dogville","Dogville",https://www.imdb.com/title/tt0276919/,Film,8.0,135,2003,"Poliziesco, Drammatico",167287,2003-11-07,"Lars von Trier",,
793,tt1051906,2020-04-07,2020-04-07,,"L'uomo invisibile","The Invisible Man",https://www.imdb.com/title/tt1051906/,Film,7.1,124,2020,"Drammatico, Horror, Giallo, Fantascienza, Thriller",280270,2020-03-27,"Leigh Whannell",,
794,tt0087182,2020-04-19,2020-04-19,,"Dune","Dune",https://www.imdb.com/title/tt0087182/,Film,6.2,137,1984,"Azione, Avventura, Fantascienza",191383,1984-12-21,"David Lynch",,
